Probe.Set.ID,Gene.Symbol,Gene.Title,Fold.Change: PE.E - PE.NE.NUPP,Fold.Change: ESE.E - ESE.NE.NUPP,Fold.Change: MSE.E - MSE.NE.NUPP
204201_s_at,PTPN13,"protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)",-1.901941102,NA,-1.880990647
201183_s_at,CHD4,chromodomain helicase DNA binding protein 4,-1.903065701,NA,-2.240181843
227052_at,---,---,-1.903715877,NA,-1.671468985
201769_at,CLINT1,clathrin interactor 1,-1.904316722,NA,-1.537193508
228538_at,ZNF662,zinc finger protein 662,-1.905561568,NA,-2.18500699
201031_s_at,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1 (H),-1.906357766,NA,-1.560008006
1558739_at,---,---,-1.908227583,NA,-1.786014198
1558678_s_at,MALAT1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding),-1.9090106,NA,-3.03371106
224891_at,FOXO3,forkhead box O3,-1.909438727,NA,-1.660541182
200007_at,SRP14,signal recognition particle 14kDa (homologous Alu RNA binding protein),-1.910707629,NA,-1.519832869
213246_at,C14orf109,chromosome 14 open reading frame 109,-1.911051673,NA,-1.500005703
202727_s_at,IFNGR1,interferon gamma receptor 1,-1.91160777,NA,-2.433601394
234562_x_at,---,---,-1.912049249,NA,-1.950065405
201210_at,DDX3X,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked",-1.913904989,NA,-1.696146945
222699_s_at,PLEKHF2,"pleckstrin homology domain containing, family F (with FYVE domain) member 2",-1.914390742,NA,-1.806474979
222392_x_at,PERP,"PERP, TP53 apoptosis effector",-1.915540313,NA,-1.726854591
230192_at,TRIM13,tripartite motif-containing 13,-1.915673951,NA,-1.515817233
201800_s_at,OSBP,oxysterol binding protein,-1.918968576,NA,-1.575193387
213313_at,RABGAP1,RAB GTPase activating protein 1,-1.919650257,NA,-1.805296267
227406_at,LOC100129387,hypothetical LOC100129387,-1.920415302,NA,-2.069056407
1558702_at,TEX10,testis expressed 10,-1.921975146,NA,-2.041789687
224628_at,ERLEC1,endoplasmic reticulum lectin 1,-1.922150799,NA,-1.529183238
223578_x_at,MALAT1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding),-1.923386328,NA,-2.614578778
217744_s_at,PERP,"PERP, TP53 apoptosis effector",-1.923460826,NA,-1.680010442
242979_at,IRS1,insulin receptor substrate 1,-1.923551616,NA,-1.908519614
225563_at,PAN3,PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae),-1.923839652,NA,-1.690470592
224565_at,NEAT1,nuclear paraspeckle assembly transcript 1 (non-protein coding),-1.92426635,NA,-2.6395961
211862_x_at,CFLAR,CASP8 and FADD-like apoptosis regulator,-1.926247843,NA,-1.692634556
212548_s_at,FRYL,FRY-like,-1.928069512,NA,-2.271279657
236254_at,VPS13B,vacuolar protein sorting 13 homolog B (yeast),-1.928342866,NA,-2.552240323
228041_at,AASDH,aminoadipate-semialdehyde dehydrogenase,-1.929113994,NA,-1.531233693
243552_at,MBTD1,mbt domain containing 1,-1.930375675,NA,-1.958472476
232063_x_at,FARSB,"phenylalanyl-tRNA synthetase, beta subunit",-1.930458858,NA,-1.913912803
205583_s_at,ALG13,asparagine-linked glycosylation 13 homolog (S. cerevisiae),-1.9311267,NA,-2.350742462
235405_at,GSTA4,glutathione S-transferase alpha 4,-1.932468078,NA,-1.810755999
213342_at,YAP1,Yes-associated protein 1,-1.934103828,NA,-1.62060729
212451_at,SECISBP2L,SECIS binding protein 2-like,-1.935171678,NA,-3.668090439
203260_at,HDDC2,HD domain containing 2,-1.936862625,NA,-1.599348541
213052_at,PRKAR2A,"protein kinase, cAMP-dependent, regulatory, type II, alpha",-1.936983703,NA,-1.85306316
222791_at,RSBN1,round spermatid basic protein 1,-1.937212143,NA,-2.523797999
228594_at,C5orf33,chromosome 5 open reading frame 33,-1.937420371,NA,-1.910266195
202251_at,PRPF3,PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae),-1.938302193,NA,-1.687516303
241702_at,---,---,-1.938541811,NA,-1.775939509
226441_at,MAP3K2,mitogen-activated protein kinase kinase kinase 2,-1.938664181,NA,-1.648723041
217816_s_at,PCNP,PEST proteolytic signal containing nuclear protein,-1.938669709,NA,-1.540057204
214730_s_at,GLG1,golgi glycoprotein 1,-1.938783095,NA,-1.576498546
232773_at,---,---,-1.9390514,NA,-1.832160529
216997_x_at,TLE4,"transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)",-1.940345512,NA,-1.832575091
201844_s_at,RYBP,RING1 and YY1 binding protein,-1.940569715,NA,-1.799429171
242812_at,---,---,-1.94339899,NA,-1.811918047
1554153_a_at,PHF21A,PHD finger protein 21A,-1.944145046,NA,-1.528570153
1557036_at,ZBTB1,Zinc finger and BTB domain containing 1,-1.945512366,NA,-1.796167322
200672_x_at,SPTBN1,"spectrin, beta, non-erythrocytic 1",-1.945800357,NA,-1.677973681
213653_at,METTL3,methyltransferase like 3,-1.946593174,NA,-1.789532814
205849_s_at,UQCRB,ubiquinol-cytochrome c reductase binding protein,-1.94806902,NA,-1.664978095
217550_at,ATF6,activating transcription factor 6,-1.948797752,NA,-1.717244813
202235_at,SLC16A1,"solute carrier family 16, member 1 (monocarboxylic acid transporter 1)",-1.950191079,NA,-2.682916747
215380_s_at,GGCT,gamma-glutamylcyclotransferase,-1.950350934,NA,-1.82804238
239236_at,---,---,-1.950777364,NA,-1.559133757
214678_x_at,ZFX,"zinc finger protein, X-linked",-1.950960114,NA,-1.90947553
213548_s_at,CDV3,CDV3 homolog (mouse),-1.951183907,NA,-2.21701642
242258_at,---,---,-1.95178774,NA,-1.566467055
201562_s_at,SORD,sorbitol dehydrogenase,-1.952173995,NA,-2.091374588
204840_s_at,EEA1,early endosome antigen 1,-1.952416208,NA,-2.717710662
228023_x_at,AMY2B /// RNPC3,"amylase, alpha 2B (pancreatic) /// RNA-binding region (RNP1, RRM) containing 3",-1.953196379,NA,-1.951957175
213031_s_at,WDR73,WD repeat domain 73,-1.954417021,NA,-1.543753109
212870_at,SOS2,son of sevenless homolog 2 (Drosophila),-1.954545631,NA,-1.831099953
238751_at,---,---,-1.956737715,NA,-2.317305997
239014_at,CCAR1,Cell division cycle and apoptosis regulator 1,-1.956878597,NA,-1.838301508
209941_at,RIPK1,receptor (TNFRSF)-interacting serine-threonine kinase 1,-1.958209822,NA,-1.640088913
224471_s_at,BTRC,beta-transducin repeat containing,-1.958567135,NA,-1.922725976
239066_at,LOC100506966,hypothetical LOC100506966,-1.960269682,NA,-3.168448081
201777_s_at,KIAA0494,KIAA0494,-1.962493668,NA,-1.719558386
212704_at,ZCCHC11,"zinc finger, CCHC domain containing 11",-1.962847829,NA,-1.506844746
225188_at,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,-1.963302529,NA,-1.762227467
208787_at,MRPL3,mitochondrial ribosomal protein L3,-1.964152024,NA,-1.63810147
214705_at,INADL,InaD-like (Drosophila),-1.967963103,NA,-2.38229111
226290_at,BDP1,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",-1.968412189,NA,-1.833203037
226374_at,CXADR,coxsackie virus and adenovirus receptor,-1.968876613,NA,-1.829995838
236390_at,C20orf94,chromosome 20 open reading frame 94,-1.971935856,NA,-1.623648563
215596_s_at,LTN1,listerin E3 ubiquitin protein ligase 1,-1.974326314,NA,-1.750691873
225342_at,AK4,adenylate kinase 4,-1.974773477,NA,-1.945964271
232127_at,CLCN5,chloride channel 5,-1.97618872,NA,-1.931643308
222163_s_at,SPATA5L1,spermatogenesis associated 5-like 1,-1.976874744,NA,-1.721895975
213093_at,PRKCA,"protein kinase C, alpha",-1.980289477,NA,-1.586100053
213229_at,DICER1,"dicer 1, ribonuclease type III",-1.980535724,NA,-2.926643939
226119_at,PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,-1.980854514,NA,-1.988549118
214723_x_at,ANKRD36,ankyrin repeat domain 36,-1.982090759,NA,-2.091086724
201737_s_at,MARCH6,membrane-associated ring finger (C3HC4) 6,-1.982151756,NA,-2.360558869
203329_at,PTPRM,"protein tyrosine phosphatase, receptor type, M",-1.985857635,NA,-1.806810294
216048_s_at,RHOBTB3,Rho-related BTB domain containing 3,-1.985970691,NA,-2.631003026
212043_at,TGOLN2,trans-golgi network protein 2,-1.986386609,NA,-1.502557601
202057_at,KPNA1,karyopherin alpha 1 (importin alpha 5),-1.987101506,NA,-1.765375743
226091_s_at,MRFAP1,Mof4 family associated protein 1,-1.987204379,NA,-1.515864876
226478_at,TM7SF3,transmembrane 7 superfamily member 3,-1.987328502,NA,-1.593874621
224755_at,TM9SF3,transmembrane 9 superfamily member 3,-1.988714776,NA,-1.587276508
224597_at,LOC647979,hypothetical LOC647979,-1.990069307,NA,-1.741868383
220841_s_at,AHI1,Abelson helper integration site 1,-1.990144443,NA,-1.737862891
228125_at,ZSCAN30,zinc finger and SCAN domain containing 30,-1.990459374,NA,-1.619946766
225330_at,IGF1R,insulin-like growth factor 1 receptor,-1.990744607,NA,-1.881390062
33148_at,ZFR,zinc finger RNA binding protein,-1.992041658,NA,-2.03457047
226921_at,UBR1,ubiquitin protein ligase E3 component n-recognin 1,-1.992166875,NA,-1.514331737
239487_at,FAM98A,"Family with sequence similarity 98, member A",-1.992402358,NA,-2.39234661
222600_s_at,UBA6,ubiquitin-like modifier activating enzyme 6,-1.992934555,NA,-2.129867454
226626_at,THOC2,THO complex 2,-1.993749182,NA,-1.507731767
214042_s_at,RPL22,ribosomal protein L22,-1.993944827,NA,-1.611718846
235003_at,UHMK1,U2AF homology motif (UHM) kinase 1,-1.993951554,NA,-2.855928634
238510_at,ZNF720,zinc finger protein 720,-1.994245035,NA,-1.527658931
1557100_s_at,HECTD1,HECT domain containing 1,-1.995669915,NA,-1.672340534
207038_at,SLC16A6,"solute carrier family 16, member 6 (monocarboxylic acid transporter 7)",-1.995948232,NA,-2.782495025
1554721_a_at,TAF2,"TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa",-1.995969623,NA,-1.643749727
228150_at,SEC16B,SEC16 homolog B (S. cerevisiae),-1.997673994,NA,-2.06770826
229069_at,SARNP,SAP domain containing ribonucleoprotein,-2.000249521,NA,-1.51396654
230120_s_at,PLGLB2,plasminogen-like B2,-2.000623028,NA,-1.613388505
1556646_at,---,---,-2.002443312,NA,-2.077315105
217758_s_at,TM9SF3,transmembrane 9 superfamily member 3,-2.002836225,NA,-1.516047802
222980_at,RAB10,"RAB10, member RAS oncogene family",-2.003640647,NA,-1.501862526
201799_s_at,OSBP,oxysterol binding protein,-2.003883615,NA,-1.543133004
242248_at,PHKB,"phosphorylase kinase, beta",-2.003940492,NA,-2.041480088
224618_at,ROD1,ROD1 regulator of differentiation 1 (S. pombe),-2.003954856,NA,-1.799255081
243366_s_at,---,---,-2.005004006,NA,-1.76632696
208793_x_at,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",-2.006815088,NA,-1.529852819
212842_x_at,RGPD4 /// RGPD5 /// RGPD6 /// RGPD8,RANBP2-like and GRIP domain containing 4 /// RANBP2-like and GRIP domain containing 5 /// RANBP2-like and GRIP domain containing 6 /// RANBP2-like and GRIP domain containing 8,-2.008322292,NA,-1.612469664
201986_at,MED13,mediator complex subunit 13,-2.008484759,NA,-1.75162163
242579_at,BMPR1B,"bone morphogenetic protein receptor, type IB",-2.009314173,NA,-2.060303832
1555858_at,LOC440944,hypothetical LOC440944,-2.012996111,NA,-2.070269009
208927_at,SPOP,speckle-type POZ protein,-2.01397573,NA,-1.674131568
229530_at,GUCY1A3,"guanylate cyclase 1, soluble, alpha 3",-2.01439815,NA,-1.8152548
225416_at,RLIM,"ring finger protein, LIM domain interacting",-2.015527925,NA,-1.714429501
1563259_at,---,---,-2.015922092,NA,-1.764203358
203141_s_at,AP3B1,"adaptor-related protein complex 3, beta 1 subunit",-2.016409225,NA,-2.22559649
242577_at,LOC389834,ankyrin repeat domain 57 pseudogene,-2.017359399,NA,-1.926254779
213032_at,NFIB,nuclear factor I/B,-2.018076525,NA,-2.760858797
205803_s_at,TRPC1,"transient receptor potential cation channel, subfamily C, member 1",-2.018811032,NA,-1.853496525
217936_at,ARHGAP5,Rho GTPase activating protein 5,-2.019132745,NA,-1.826868744
213366_x_at,ATP5C1,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",-2.01948625,NA,-1.616916488
213331_s_at,NEK1,NIMA (never in mitosis gene a)-related kinase 1,-2.020045102,NA,-1.639372583
225121_at,TBC1D23,"TBC1 domain family, member 23",-2.020290112,NA,-1.513995062
226840_at,H2AFY,"H2A histone family, member Y",-2.020299191,NA,-1.855521791
227082_at,---,---,-2.020690827,NA,-2.653978638
203378_at,PCF11,"PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)",-2.020799326,NA,-1.98783359
226447_at,ASH1L,"ash1 (absent, small, or homeotic)-like (Drosophila)",-2.021027714,NA,-1.819842687
238546_at,SLC8A1,"solute carrier family 8 (sodium/calcium exchanger), member 1",-2.021072063,NA,-1.621615203
212455_at,YTHDC1,YTH domain containing 1,-2.021151639,NA,-1.680535605
207513_s_at,ZNF189,zinc finger protein 189,-2.021840767,NA,-1.519712996
235200_at,ZNF561,zinc finger protein 561,-2.021884172,NA,-1.740335242
222810_s_at,RASAL2,RAS protein activator like 2,-2.022988252,NA,-1.814055601
226934_at,CPSF6,"cleavage and polyadenylation specific factor 6, 68kDa",-2.023436545,NA,-2.139182379
201010_s_at,TXNIP,thioredoxin interacting protein,-2.024134333,NA,-1.556185245
218618_s_at,FNDC3B,fibronectin type III domain containing 3B,-2.024890527,NA,-1.946718634
238768_at,C2orf68,chromosome 2 open reading frame 68,-2.025369255,NA,-1.74005981
226675_s_at,MALAT1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding),-2.025502761,NA,-2.295700783
227525_at,GLCCI1,glucocorticoid induced transcript 1,-2.026002515,NA,-1.842331012
213988_s_at,SAT1,spermidine/spermine N1-acetyltransferase 1,-2.026247536,NA,-2.660594374
224829_at,CPEB4,cytoplasmic polyadenylation element binding protein 4,-2.027579872,NA,-2.823915196
228661_s_at,---,---,-2.027638063,NA,-1.677718418
211698_at,EID1,EP300 interacting inhibitor of differentiation 1,-2.028289271,NA,-1.922292497
200912_s_at,EIF4A2,eukaryotic translation initiation factor 4A2,-2.028813062,NA,-1.542871725
235964_x_at,SAMHD1,SAM domain and HD domain 1,-2.029601769,NA,-1.631008058
204019_s_at,SH3YL1,"SH3 domain containing, Ysc84-like 1 (S. cerevisiae)",-2.031488764,NA,-2.147675641
225910_at,HELZ,helicase with zinc finger,-2.031883662,NA,-1.923088399
222478_at,VPS36,vacuolar protein sorting 36 homolog (S. cerevisiae),-2.034304932,NA,-1.964473746
220549_at,RAD54B,RAD54 homolog B (S. cerevisiae),-2.034645731,NA,-1.811577553
206132_at,MCC,mutated in colorectal cancers,-2.035354732,NA,-2.964702958
211946_s_at,BAT2L2,HLA-B associated transcript 2-like 2,-2.035447976,NA,-1.728236012
229672_at,UQCC,ubiquinol-cytochrome c reductase complex chaperone,-2.036292263,NA,-1.741732737
203997_at,PTPN3,"protein tyrosine phosphatase, non-receptor type 3",-2.037655008,NA,-2.632491433
225290_at,ETNK1,ethanolamine kinase 1,-2.037852565,NA,-1.762687921
1570507_at,SFRS2IP,"Splicing factor, arginine/serine-rich 2, interacting protein",-2.038145465,NA,-2.414719581
229315_at,---,---,-2.038952538,NA,-1.703633777
217047_s_at,FAM13A,"family with sequence similarity 13, member A",-2.039260806,NA,-2.850823462
212162_at,KIDINS220,"kinase D-interacting substrate, 220kDa",-2.040201994,NA,-1.756387322
228156_at,---,---,-2.040476648,NA,-2.423647745
241291_at,---,---,-2.041419913,NA,-2.60970415
221088_s_at,PPP1R9A,"protein phosphatase 1, regulatory (inhibitor) subunit 9A",-2.041548752,NA,-2.26240885
215434_x_at,LOC100288142 /// NBPF1 /// NBPF10,"neuroblastoma breakpoint family member /// neuroblastoma breakpoint family, member 1 /// neuroblastoma breakpoint family, member 10",-2.041558419,NA,-1.933406811
200050_at,ZNF146,zinc finger protein 146,-2.04293981,NA,-1.581246276
1554512_a_at,CCDC123,coiled-coil domain containing 123,-2.043616437,NA,-1.693219058
224686_x_at,LRRC37A2,"Leucine rich repeat containing 37, member A2",-2.045222903,NA,-1.764900735
1556211_a_at,---,---,-2.045733585,NA,-2.196246842
225754_at,AP1G1,"adaptor-related protein complex 1, gamma 1 subunit",-2.046075268,NA,-2.048528962
200602_at,APP,amyloid beta (A4) precursor protein,-2.046156488,NA,-1.588039395
1563629_a_at,---,---,-2.046337098,NA,-2.020318343
204516_at,ATXN7,ataxin 7,-2.04669565,NA,-2.22518676
209277_at,TFPI2,tissue factor pathway inhibitor 2,-2.046718568,NA,-3.328514049
203020_at,RABGAP1L,RAB GTPase activating protein 1-like,-2.047044431,NA,-1.985118553
225525_at,KIAA1671,KIAA1671,-2.048530047,NA,-1.746114896
241397_at,---,---,-2.048951172,NA,-1.948094175
240467_at,---,---,-2.050273418,NA,-1.861226768
227274_at,SYNJ2BP,synaptojanin 2 binding protein,-2.053099302,NA,-2.140950886
212926_at,SMC5,structural maintenance of chromosomes 5,-2.053498905,NA,-2.593729566
219627_at,ZNF767,zinc finger family member 767,-2.053647357,NA,-1.708857679
230426_at,DLD,dihydrolipoamide dehydrogenase,-2.055941884,NA,-2.063074712
243361_at,SREK1,splicing regulatory glutamine/lysine-rich protein 1,-2.056232799,NA,-1.980090038
205413_at,MPPED2,metallophosphoesterase domain containing 2,-2.057208406,NA,-3.17905341
202748_at,GBP2,"guanylate binding protein 2, interferon-inducible",-2.057377563,NA,-2.102973135
226821_at,---,---,-2.058243653,NA,-1.7827122
201924_at,AFF1,"AF4/FMR2 family, member 1",-2.058400461,NA,-1.672744967
201839_s_at,EPCAM,epithelial cell adhesion molecule,-2.058676179,NA,-1.611384679
208651_x_at,CD24,CD24 molecule,-2.058718956,NA,-1.952176473
203804_s_at,LUC7L3,LUC7-like 3 (S. cerevisiae),-2.060062378,NA,-2.189368813
224645_at,EIF4EBP2,eukaryotic translation initiation factor 4E binding protein 2,-2.060139579,NA,-1.944233544
214109_at,LRBA,"LPS-responsive vesicle trafficking, beach and anchor containing",-2.060685251,NA,-2.188980354
213328_at,NEK1,NIMA (never in mitosis gene a)-related kinase 1,-2.061715969,NA,-2.043072802
203789_s_at,SEMA3C,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",-2.062700611,NA,-2.272892621
225256_at,---,---,-2.062960383,NA,-1.766569179
236125_at,---,---,-2.063407193,NA,-1.524659062
213286_at,ZFR,zinc finger RNA binding protein,-2.063665722,NA,-2.174207551
202646_s_at,CSDE1,"cold shock domain containing E1, RNA-binding",-2.063980342,NA,-1.623886039
225191_at,CIRBP,cold inducible RNA binding protein,-2.064956282,NA,-3.259039057
201701_s_at,PGRMC2,progesterone receptor membrane component 2,-2.065880251,NA,-1.660481692
203318_s_at,ZNF148,zinc finger protein 148,-2.067218489,NA,-1.980746798
224938_at,NUFIP2,nuclear fragile X mental retardation protein interacting protein 2,-2.067399084,NA,-1.66960459
203943_at,KIF3B,kinesin family member 3B,-2.069192123,NA,-2.027432348
215287_at,LOC100288939,Similar to hCG1987955,-2.069617963,NA,-1.805774018
212468_at,SPAG9,sperm associated antigen 9,-2.070275347,NA,-1.862732588
201729_s_at,KIAA0100,KIAA0100,-2.070425038,NA,-1.901538058
226668_at,WDSUB1,"WD repeat, sterile alpha motif and U-box domain containing 1",-2.071244502,NA,-1.62479758
202548_s_at,ARHGEF7,Rho guanine nucleotide exchange factor (GEF) 7,-2.072116531,NA,-1.573840542
204156_at,SIK3,SIK family kinase 3,-2.073352088,NA,-1.77244427
200841_s_at,EPRS,glutamyl-prolyl-tRNA synthetase,-2.07414625,NA,-1.708582035
238761_at,ELK4,"ELK4, ETS-domain protein (SRF accessory protein 1)",-2.074270366,NA,-2.561089163
209112_at,CDKN1B,"cyclin-dependent kinase inhibitor 1B (p27, Kip1)",-2.074536542,NA,-1.561894621
235381_at,RSF1,remodeling and spacing factor 1,-2.074689505,NA,-1.771935673
211574_s_at,CD46,"CD46 molecule, complement regulatory protein",-2.074967365,NA,-2.265477793
212840_at,UBXN7,UBX domain protein 7,-2.074982509,NA,-1.81804679
224567_x_at,MALAT1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding),-2.075415539,NA,-2.077388051
222139_at,KIAA1466,KIAA1466 gene,-2.075622795,NA,-2.430752662
228376_at,GGTA1,"glycoprotein, alpha-galactosyltransferase 1 pseudogene",-2.075867918,NA,-2.091144845
1558111_at,MBNL1,muscleblind-like (Drosophila),-2.076146133,NA,-2.975806507
223011_s_at,OCIAD1,OCIA domain containing 1,-2.076427333,NA,-1.529885377
218440_at,MCCC1,methylcrotonoyl-CoA carboxylase 1 (alpha),-2.076905004,NA,-1.674093638
61732_r_at,IFT74,intraflagellar transport 74 homolog (Chlamydomonas),-2.078565786,NA,-1.910482738
225011_at,PRKAR2A,"protein kinase, cAMP-dependent, regulatory, type II, alpha",-2.078830514,NA,-1.503400132
